[2024-01-05T11:21:06.657+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 1
[2024-01-05T11:21:06.699+0000] {taskinstance.py:2192} INFO - Executing <Task(PythonOperator): load_data_order_products__prior> on 2024-01-05 11:20:45.850362+00:00
[2024-01-05T11:21:06.706+0000] {standard_task_runner.py:60} INFO - Started process 464 to run task
[2024-01-05T11:21:06.711+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'load_data_parquet', 'load_data_order_products__prior', 'manual__2024-01-05T11:20:45.850362+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/load_data_parquet.py', '--cfg-path', '/tmp/tmp2djpnfm3']
[2024-01-05T11:21:06.716+0000] {standard_task_runner.py:88} INFO - Job 29: Subtask load_data_order_products__prior
[2024-01-05T11:21:06.803+0000] {task_command.py:423} INFO - Running <TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [running]> on host edef6e683abd
[2024-01-05T11:21:06.952+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='load_data_parquet' AIRFLOW_CTX_TASK_ID='load_data_order_products__prior' AIRFLOW_CTX_EXECUTION_DATE='2024-01-05T11:20:45.850362+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-01-05T11:20:45.850362+00:00'
[2024-01-05T11:21:06.977+0000] {logging_mixin.py:188} INFO - starting:order_products__prior
[2024-01-05T11:29:46.641+0000] {logging_mixin.py:188} INFO - loading chunk:803
[2024-01-05T11:29:46.899+0000] {logging_mixin.py:188} INFO - loading chunk:804
[2024-01-05T11:29:47.171+0000] {logging_mixin.py:188} INFO - loading chunk:805
[2024-01-05T11:29:47.425+0000] {logging_mixin.py:188} INFO - loading chunk:806
[2024-01-05T11:29:47.802+0000] {logging_mixin.py:188} INFO - loading chunk:807
[2024-01-05T11:29:48.052+0000] {logging_mixin.py:188} INFO - loading chunk:808
[2024-01-05T11:29:48.304+0000] {logging_mixin.py:188} INFO - loading chunk:809
[2024-01-05T11:29:48.565+0000] {logging_mixin.py:188} INFO - loading chunk:810
[2024-01-05T11:29:48.820+0000] {logging_mixin.py:188} INFO - loading chunk:811
[2024-01-05T11:29:49.073+0000] {logging_mixin.py:188} INFO - loading chunk:812
[2024-01-05T11:29:49.446+0000] {logging_mixin.py:188} INFO - loading chunk:813
[2024-01-05T11:29:49.692+0000] {logging_mixin.py:188} INFO - loading chunk:814
[2024-01-05T11:29:49.979+0000] {logging_mixin.py:188} INFO - loading chunk:815
[2024-01-05T11:29:50.289+0000] {logging_mixin.py:188} INFO - loading chunk:816
[2024-01-05T11:29:50.613+0000] {logging_mixin.py:188} INFO - loading chunk:817
[2024-01-05T11:29:50.932+0000] {logging_mixin.py:188} INFO - loading chunk:818
[2024-01-05T11:29:51.381+0000] {logging_mixin.py:188} INFO - loading chunk:819
[2024-01-05T11:29:51.690+0000] {logging_mixin.py:188} INFO - loading chunk:820
[2024-01-05T11:29:51.993+0000] {logging_mixin.py:188} INFO - loading chunk:821
[2024-01-05T11:29:52.307+0000] {logging_mixin.py:188} INFO - loading chunk:822
[2024-01-05T11:29:52.599+0000] {logging_mixin.py:188} INFO - loading chunk:823
[2024-01-05T11:29:52.953+0000] {logging_mixin.py:188} INFO - loading chunk:824
[2024-01-05T11:29:53.220+0000] {logging_mixin.py:188} INFO - loading chunk:825
[2024-01-05T11:29:53.480+0000] {logging_mixin.py:188} INFO - loading chunk:826
[2024-01-05T11:29:53.726+0000] {logging_mixin.py:188} INFO - loading chunk:827
[2024-01-05T11:29:53.979+0000] {logging_mixin.py:188} INFO - loading chunk:828
[2024-01-05T11:29:54.229+0000] {logging_mixin.py:188} INFO - loading chunk:829
[2024-01-05T11:29:54.622+0000] {logging_mixin.py:188} INFO - loading chunk:830
[2024-01-05T11:29:54.889+0000] {logging_mixin.py:188} INFO - loading chunk:831
[2024-01-05T11:29:55.147+0000] {logging_mixin.py:188} INFO - loading chunk:832
[2024-01-05T11:29:55.409+0000] {logging_mixin.py:188} INFO - loading chunk:833
[2024-01-05T11:29:55.669+0000] {logging_mixin.py:188} INFO - loading chunk:834
[2024-01-05T11:29:55.933+0000] {logging_mixin.py:188} INFO - loading chunk:835
[2024-01-05T11:29:56.314+0000] {logging_mixin.py:188} INFO - loading chunk:836
[2024-01-05T11:29:56.576+0000] {logging_mixin.py:188} INFO - loading chunk:837
[2024-01-05T11:29:56.844+0000] {logging_mixin.py:188} INFO - loading chunk:838
[2024-01-05T11:29:57.122+0000] {logging_mixin.py:188} INFO - loading chunk:839
[2024-01-05T11:29:57.374+0000] {logging_mixin.py:188} INFO - loading chunk:840
[2024-01-05T11:29:57.759+0000] {logging_mixin.py:188} INFO - loading chunk:841
[2024-01-05T11:29:58.020+0000] {logging_mixin.py:188} INFO - loading chunk:842
[2024-01-05T11:29:58.288+0000] {logging_mixin.py:188} INFO - loading chunk:843
[2024-01-05T11:29:58.547+0000] {logging_mixin.py:188} INFO - loading chunk:844
[2024-01-05T11:29:58.803+0000] {logging_mixin.py:188} INFO - loading chunk:845
[2024-01-05T11:29:59.056+0000] {logging_mixin.py:188} INFO - loading chunk:846
[2024-01-05T11:29:59.490+0000] {logging_mixin.py:188} INFO - loading chunk:847
[2024-01-05T11:29:59.748+0000] {logging_mixin.py:188} INFO - loading chunk:848
[2024-01-05T11:29:59.997+0000] {logging_mixin.py:188} INFO - loading chunk:849
[2024-01-05T11:30:00.248+0000] {logging_mixin.py:188} INFO - loading chunk:850
[2024-01-05T11:30:00.505+0000] {logging_mixin.py:188} INFO - loading chunk:851
[2024-01-05T11:30:01.064+0000] {logging_mixin.py:188} INFO - loading chunk:852
[2024-01-05T11:30:01.454+0000] {logging_mixin.py:188} INFO - loading chunk:853
[2024-01-05T11:30:01.755+0000] {logging_mixin.py:188} INFO - loading chunk:854
[2024-01-05T11:30:02.061+0000] {logging_mixin.py:188} INFO - loading chunk:855
[2024-01-05T11:30:02.377+0000] {logging_mixin.py:188} INFO - loading chunk:856
[2024-01-05T11:30:02.675+0000] {logging_mixin.py:188} INFO - loading chunk:857
[2024-01-05T11:30:03.074+0000] {logging_mixin.py:188} INFO - loading chunk:858
[2024-01-05T11:30:03.334+0000] {logging_mixin.py:188} INFO - loading chunk:859
[2024-01-05T11:30:03.596+0000] {logging_mixin.py:188} INFO - loading chunk:860
[2024-01-05T11:30:03.858+0000] {logging_mixin.py:188} INFO - loading chunk:861
[2024-01-05T11:30:04.167+0000] {logging_mixin.py:188} INFO - loading chunk:862
[2024-01-05T11:30:04.580+0000] {logging_mixin.py:188} INFO - loading chunk:863
[2024-01-05T11:30:04.864+0000] {logging_mixin.py:188} INFO - loading chunk:864
[2024-01-05T11:30:05.173+0000] {logging_mixin.py:188} INFO - loading chunk:865
[2024-01-05T11:30:05.468+0000] {logging_mixin.py:188} INFO - loading chunk:866
[2024-01-05T11:30:05.747+0000] {logging_mixin.py:188} INFO - loading chunk:867
[2024-01-05T11:30:06.018+0000] {logging_mixin.py:188} INFO - loading chunk:868
[2024-01-05T11:30:06.418+0000] {logging_mixin.py:188} INFO - loading chunk:869
[2024-01-05T11:30:06.681+0000] {logging_mixin.py:188} INFO - loading chunk:870
[2024-01-05T11:30:06.980+0000] {logging_mixin.py:188} INFO - loading chunk:871
[2024-01-05T11:30:07.283+0000] {logging_mixin.py:188} INFO - loading chunk:872
[2024-01-05T11:30:07.606+0000] {logging_mixin.py:188} INFO - loading chunk:873
[2024-01-05T11:30:07.913+0000] {logging_mixin.py:188} INFO - loading chunk:874
[2024-01-05T11:30:08.348+0000] {logging_mixin.py:188} INFO - loading chunk:875
[2024-01-05T11:30:08.623+0000] {logging_mixin.py:188} INFO - loading chunk:876
[2024-01-05T11:30:08.898+0000] {logging_mixin.py:188} INFO - loading chunk:877
[2024-01-05T11:30:09.169+0000] {logging_mixin.py:188} INFO - loading chunk:878
[2024-01-05T11:30:09.440+0000] {logging_mixin.py:188} INFO - loading chunk:879
[2024-01-05T11:30:09.763+0000] {logging_mixin.py:188} INFO - loading chunk:880
[2024-01-05T11:30:10.231+0000] {logging_mixin.py:188} INFO - loading chunk:881
[2024-01-05T11:30:10.579+0000] {logging_mixin.py:188} INFO - loading chunk:882
[2024-01-05T11:30:10.921+0000] {logging_mixin.py:188} INFO - loading chunk:883
[2024-01-05T11:30:11.231+0000] {logging_mixin.py:188} INFO - loading chunk:884
[2024-01-05T11:30:11.537+0000] {logging_mixin.py:188} INFO - loading chunk:885
[2024-01-05T11:30:11.990+0000] {logging_mixin.py:188} INFO - loading chunk:886
[2024-01-05T11:30:12.312+0000] {logging_mixin.py:188} INFO - loading chunk:887
[2024-01-05T11:30:12.617+0000] {logging_mixin.py:188} INFO - loading chunk:888
[2024-01-05T11:30:12.924+0000] {logging_mixin.py:188} INFO - loading chunk:889
[2024-01-05T11:30:13.177+0000] {logging_mixin.py:188} INFO - loading chunk:890
[2024-01-05T11:30:13.420+0000] {logging_mixin.py:188} INFO - loading chunk:891
[2024-01-05T11:30:13.813+0000] {logging_mixin.py:188} INFO - loading chunk:892
[2024-01-05T11:30:14.062+0000] {logging_mixin.py:188} INFO - loading chunk:893
[2024-01-05T11:30:14.319+0000] {logging_mixin.py:188} INFO - loading chunk:894
[2024-01-05T11:30:14.564+0000] {logging_mixin.py:188} INFO - loading chunk:895
[2024-01-05T11:30:14.813+0000] {logging_mixin.py:188} INFO - loading chunk:896
[2024-01-05T11:30:15.056+0000] {logging_mixin.py:188} INFO - loading chunk:897
[2024-01-05T11:30:15.429+0000] {logging_mixin.py:188} INFO - loading chunk:898
[2024-01-05T11:30:15.733+0000] {logging_mixin.py:188} INFO - loading chunk:899
[2024-01-05T11:30:16.003+0000] {logging_mixin.py:188} INFO - loading chunk:900
[2024-01-05T11:30:16.242+0000] {logging_mixin.py:188} INFO - loading chunk:901
[2024-01-05T11:30:16.490+0000] {logging_mixin.py:188} INFO - loading chunk:902
[2024-01-05T11:30:16.744+0000] {logging_mixin.py:188} INFO - loading chunk:903
[2024-01-05T11:30:17.132+0000] {logging_mixin.py:188} INFO - loading chunk:904
[2024-01-05T11:30:17.382+0000] {logging_mixin.py:188} INFO - loading chunk:905
[2024-01-05T11:30:17.657+0000] {logging_mixin.py:188} INFO - loading chunk:906
[2024-01-05T11:30:17.963+0000] {logging_mixin.py:188} INFO - loading chunk:907
[2024-01-05T11:30:18.219+0000] {logging_mixin.py:188} INFO - loading chunk:908
[2024-01-05T11:30:18.616+0000] {logging_mixin.py:188} INFO - loading chunk:909
[2024-01-05T11:30:18.888+0000] {logging_mixin.py:188} INFO - loading chunk:910
[2024-01-05T11:30:19.138+0000] {logging_mixin.py:188} INFO - loading chunk:911
[2024-01-05T11:30:19.413+0000] {logging_mixin.py:188} INFO - loading chunk:912
[2024-01-05T11:30:19.685+0000] {logging_mixin.py:188} INFO - loading chunk:913
[2024-01-05T11:30:20.081+0000] {logging_mixin.py:188} INFO - loading chunk:914
[2024-01-05T11:30:20.376+0000] {logging_mixin.py:188} INFO - loading chunk:915
[2024-01-05T11:30:20.695+0000] {logging_mixin.py:188} INFO - loading chunk:916
[2024-01-05T11:30:21.046+0000] {logging_mixin.py:188} INFO - loading chunk:917
[2024-01-05T11:30:21.574+0000] {logging_mixin.py:188} INFO - loading chunk:918
[2024-01-05T11:30:21.848+0000] {logging_mixin.py:188} INFO - loading chunk:919
[2024-01-05T11:30:22.214+0000] {logging_mixin.py:188} INFO - loading chunk:920
[2024-01-05T11:30:22.466+0000] {logging_mixin.py:188} INFO - loading chunk:921
[2024-01-05T11:30:22.716+0000] {logging_mixin.py:188} INFO - loading chunk:922
[2024-01-05T11:30:22.966+0000] {logging_mixin.py:188} INFO - loading chunk:923
[2024-01-05T11:30:23.229+0000] {logging_mixin.py:188} INFO - loading chunk:924
[2024-01-05T11:30:23.499+0000] {logging_mixin.py:188} INFO - loading chunk:925
[2024-01-05T11:30:23.888+0000] {logging_mixin.py:188} INFO - loading chunk:926
[2024-01-05T11:30:24.139+0000] {logging_mixin.py:188} INFO - loading chunk:927
[2024-01-05T11:30:24.389+0000] {logging_mixin.py:188} INFO - loading chunk:928
[2024-01-05T11:30:24.646+0000] {logging_mixin.py:188} INFO - loading chunk:929
[2024-01-05T11:30:24.897+0000] {logging_mixin.py:188} INFO - loading chunk:930
[2024-01-05T11:30:25.144+0000] {logging_mixin.py:188} INFO - loading chunk:931
[2024-01-05T11:30:25.527+0000] {logging_mixin.py:188} INFO - loading chunk:932
[2024-01-05T11:30:25.818+0000] {logging_mixin.py:188} INFO - loading chunk:933
[2024-01-05T11:30:26.072+0000] {logging_mixin.py:188} INFO - loading chunk:934
[2024-01-05T11:30:26.315+0000] {logging_mixin.py:188} INFO - loading chunk:935
[2024-01-05T11:30:26.583+0000] {logging_mixin.py:188} INFO - loading chunk:936
[2024-01-05T11:30:26.891+0000] {logging_mixin.py:188} INFO - loading chunk:937
[2024-01-05T11:30:27.343+0000] {logging_mixin.py:188} INFO - loading chunk:938
[2024-01-05T11:30:27.653+0000] {logging_mixin.py:188} INFO - loading chunk:939
[2024-01-05T11:30:27.955+0000] {logging_mixin.py:188} INFO - loading chunk:940
[2024-01-05T11:30:28.264+0000] {logging_mixin.py:188} INFO - loading chunk:941
[2024-01-05T11:30:28.574+0000] {logging_mixin.py:188} INFO - loading chunk:942
[2024-01-05T11:30:28.881+0000] {logging_mixin.py:188} INFO - loading chunk:943
[2024-01-05T11:30:29.320+0000] {logging_mixin.py:188} INFO - loading chunk:944
[2024-01-05T11:30:29.581+0000] {logging_mixin.py:188} INFO - loading chunk:945
[2024-01-05T11:30:29.831+0000] {logging_mixin.py:188} INFO - loading chunk:946
[2024-01-05T11:30:30.080+0000] {logging_mixin.py:188} INFO - loading chunk:947
[2024-01-05T11:30:30.331+0000] {logging_mixin.py:188} INFO - loading chunk:948
[2024-01-05T11:30:30.746+0000] {logging_mixin.py:188} INFO - loading chunk:949
[2024-01-05T11:30:31.011+0000] {logging_mixin.py:188} INFO - loading chunk:950
[2024-01-05T11:30:31.286+0000] {logging_mixin.py:188} INFO - loading chunk:951
[2024-01-05T11:30:31.552+0000] {logging_mixin.py:188} INFO - loading chunk:952
[2024-01-05T11:30:31.834+0000] {logging_mixin.py:188} INFO - loading chunk:953
[2024-01-05T11:30:32.099+0000] {logging_mixin.py:188} INFO - loading chunk:954
[2024-01-05T11:30:32.464+0000] {logging_mixin.py:188} INFO - loading chunk:955
[2024-01-05T11:30:32.731+0000] {logging_mixin.py:188} INFO - loading chunk:956
[2024-01-05T11:30:33.024+0000] {logging_mixin.py:188} INFO - loading chunk:957
[2024-01-05T11:30:33.263+0000] {logging_mixin.py:188} INFO - loading chunk:958
[2024-01-05T11:30:33.498+0000] {logging_mixin.py:188} INFO - loading chunk:959
[2024-01-05T11:30:33.738+0000] {logging_mixin.py:188} INFO - loading chunk:960
[2024-01-05T11:30:34.095+0000] {logging_mixin.py:188} INFO - loading chunk:961
[2024-01-05T11:30:34.331+0000] {logging_mixin.py:188} INFO - loading chunk:962
[2024-01-05T11:30:34.570+0000] {logging_mixin.py:188} INFO - loading chunk:963
[2024-01-05T11:30:34.810+0000] {logging_mixin.py:188} INFO - loading chunk:964
[2024-01-05T11:30:35.056+0000] {logging_mixin.py:188} INFO - loading chunk:965
[2024-01-05T11:30:35.296+0000] {logging_mixin.py:188} INFO - loading chunk:966
[2024-01-05T11:30:35.662+0000] {logging_mixin.py:188} INFO - loading chunk:967
[2024-01-05T11:30:35.905+0000] {logging_mixin.py:188} INFO - loading chunk:968
[2024-01-05T11:30:36.148+0000] {logging_mixin.py:188} INFO - loading chunk:969
[2024-01-05T11:30:36.385+0000] {logging_mixin.py:188} INFO - loading chunk:970
[2024-01-05T11:30:36.623+0000] {logging_mixin.py:188} INFO - loading chunk:971
[2024-01-05T11:30:36.891+0000] {logging_mixin.py:188} INFO - loading chunk:972
[2024-01-05T11:30:37.324+0000] {logging_mixin.py:188} INFO - loading chunk:973
[2024-01-05T11:30:37.562+0000] {logging_mixin.py:188} INFO - loading chunk:974
[2024-01-05T11:30:37.819+0000] {logging_mixin.py:188} INFO - loading chunk:975
[2024-01-05T11:30:38.071+0000] {logging_mixin.py:188} INFO - loading chunk:976
[2024-01-05T11:30:38.325+0000] {logging_mixin.py:188} INFO - loading chunk:977
[2024-01-05T11:30:38.576+0000] {logging_mixin.py:188} INFO - loading chunk:978
[2024-01-05T11:30:38.962+0000] {logging_mixin.py:188} INFO - loading chunk:979
[2024-01-05T11:30:39.210+0000] {logging_mixin.py:188} INFO - loading chunk:980
[2024-01-05T11:30:39.467+0000] {logging_mixin.py:188} INFO - loading chunk:981
[2024-01-05T11:30:39.731+0000] {logging_mixin.py:188} INFO - loading chunk:982
[2024-01-05T11:30:39.995+0000] {logging_mixin.py:188} INFO - loading chunk:983
[2024-01-05T11:30:40.260+0000] {logging_mixin.py:188} INFO - loading chunk:984
[2024-01-05T11:30:40.708+0000] {logging_mixin.py:188} INFO - loading chunk:985
[2024-01-05T11:30:40.986+0000] {logging_mixin.py:188} INFO - loading chunk:986
[2024-01-05T11:30:41.232+0000] {logging_mixin.py:188} INFO - loading chunk:987
[2024-01-05T11:30:41.482+0000] {logging_mixin.py:188} INFO - loading chunk:988
[2024-01-05T11:30:41.747+0000] {logging_mixin.py:188} INFO - loading chunk:989
[2024-01-05T11:30:42.030+0000] {logging_mixin.py:188} INFO - loading chunk:990
[2024-01-05T11:30:42.452+0000] {logging_mixin.py:188} INFO - loading chunk:991
[2024-01-05T11:30:42.713+0000] {logging_mixin.py:188} INFO - loading chunk:992
[2024-01-05T11:30:42.982+0000] {logging_mixin.py:188} INFO - loading chunk:993
[2024-01-05T11:30:43.245+0000] {logging_mixin.py:188} INFO - loading chunk:994
[2024-01-05T11:30:43.530+0000] {logging_mixin.py:188} INFO - loading chunk:995
[2024-01-05T11:30:43.882+0000] {logging_mixin.py:188} INFO - loading chunk:996
[2024-01-05T11:30:44.352+0000] {logging_mixin.py:188} INFO - loading chunk:997
[2024-01-05T11:30:44.639+0000] {logging_mixin.py:188} INFO - loading chunk:998
[2024-01-05T11:30:44.879+0000] {logging_mixin.py:188} INFO - loading chunk:999
[2024-01-05T11:30:45.133+0000] {logging_mixin.py:188} INFO - loading chunk:1000
[2024-01-05T11:30:45.404+0000] {logging_mixin.py:188} INFO - loading chunk:1001
[2024-01-05T11:30:45.662+0000] {logging_mixin.py:188} INFO - loading chunk:1002
[2024-01-05T11:30:46.050+0000] {logging_mixin.py:188} INFO - loading chunk:1003
[2024-01-05T11:30:46.306+0000] {logging_mixin.py:188} INFO - loading chunk:1004
[2024-01-05T11:30:46.563+0000] {logging_mixin.py:188} INFO - loading chunk:1005
[2024-01-05T11:30:46.824+0000] {logging_mixin.py:188} INFO - loading chunk:1006
[2024-01-05T11:30:47.090+0000] {logging_mixin.py:188} INFO - loading chunk:1007
[2024-01-05T11:30:47.373+0000] {logging_mixin.py:188} INFO - loading chunk:1008
[2024-01-05T11:30:47.767+0000] {logging_mixin.py:188} INFO - loading chunk:1009
[2024-01-05T11:30:48.032+0000] {logging_mixin.py:188} INFO - loading chunk:1010
[2024-01-05T11:30:48.301+0000] {logging_mixin.py:188} INFO - loading chunk:1011
[2024-01-05T11:30:48.553+0000] {logging_mixin.py:188} INFO - loading chunk:1012
[2024-01-05T11:30:48.934+0000] {logging_mixin.py:188} INFO - loading chunk:1013
[2024-01-05T11:30:49.346+0000] {logging_mixin.py:188} INFO - loading chunk:1014
[2024-01-05T11:30:49.613+0000] {logging_mixin.py:188} INFO - loading chunk:1015
[2024-01-05T11:30:49.969+0000] {logging_mixin.py:188} INFO - loading chunk:1016
[2024-01-05T11:30:50.252+0000] {logging_mixin.py:188} INFO - loading chunk:1017
[2024-01-05T11:30:50.563+0000] {logging_mixin.py:188} INFO - loading chunk:1018
[2024-01-05T11:30:50.916+0000] {logging_mixin.py:188} INFO - loading chunk:1019
[2024-01-05T11:30:51.369+0000] {logging_mixin.py:188} INFO - loading chunk:1020
[2024-01-05T11:30:51.654+0000] {logging_mixin.py:188} INFO - loading chunk:1021
[2024-01-05T11:30:51.919+0000] {logging_mixin.py:188} INFO - loading chunk:1022
[2024-01-05T11:30:52.170+0000] {logging_mixin.py:188} INFO - loading chunk:1023
[2024-01-05T11:30:52.425+0000] {logging_mixin.py:188} INFO - loading chunk:1024
[2024-01-05T11:30:52.670+0000] {logging_mixin.py:188} INFO - loading chunk:1025
[2024-01-05T11:30:53.041+0000] {logging_mixin.py:188} INFO - loading chunk:1026
[2024-01-05T11:30:53.331+0000] {logging_mixin.py:188} INFO - loading chunk:1027
[2024-01-05T11:30:53.629+0000] {logging_mixin.py:188} INFO - loading chunk:1028
[2024-01-05T11:30:53.932+0000] {logging_mixin.py:188} INFO - loading chunk:1029
[2024-01-05T11:30:54.186+0000] {logging_mixin.py:188} INFO - loading chunk:1030
[2024-01-05T11:30:54.569+0000] {logging_mixin.py:188} INFO - loading chunk:1031
[2024-01-05T11:30:54.826+0000] {logging_mixin.py:188} INFO - loading chunk:1032
[2024-01-05T11:30:55.083+0000] {logging_mixin.py:188} INFO - loading chunk:1033
[2024-01-05T11:30:55.345+0000] {logging_mixin.py:188} INFO - loading chunk:1034
[2024-01-05T11:30:55.607+0000] {logging_mixin.py:188} INFO - loading chunk:1035
[2024-01-05T11:30:56.022+0000] {logging_mixin.py:188} INFO - loading chunk:1036
[2024-01-05T11:30:56.288+0000] {logging_mixin.py:188} INFO - loading chunk:1037
[2024-01-05T11:30:56.559+0000] {logging_mixin.py:188} INFO - loading chunk:1038
[2024-01-05T11:30:57.055+0000] {logging_mixin.py:188} INFO - loading chunk:1039
[2024-01-05T11:30:57.433+0000] {logging_mixin.py:188} INFO - loading chunk:1040
[2024-01-05T11:30:57.767+0000] {logging_mixin.py:188} INFO - loading chunk:1041
[2024-01-05T11:30:58.451+0000] {logging_mixin.py:188} INFO - loading chunk:1042
[2024-01-05T11:30:58.891+0000] {logging_mixin.py:188} INFO - loading chunk:1043
[2024-01-05T11:30:59.314+0000] {logging_mixin.py:188} INFO - loading chunk:1044
[2024-01-05T11:31:00.075+0000] {logging_mixin.py:188} INFO - loading chunk:1045
[2024-01-05T11:31:01.098+0000] {logging_mixin.py:188} INFO - loading chunk:1046
[2024-01-05T11:31:01.825+0000] {logging_mixin.py:188} INFO - loading chunk:1047
[2024-01-05T11:31:03.066+0000] {logging_mixin.py:188} INFO - loading chunk:1048
[2024-01-05T11:31:03.862+0000] {logging_mixin.py:188} INFO - loading chunk:1049
[2024-01-05T11:31:04.441+0000] {logging_mixin.py:188} INFO - loading chunk:1050
[2024-01-05T11:31:05.039+0000] {logging_mixin.py:188} INFO - loading chunk:1051
[2024-01-05T11:31:05.945+0000] {logging_mixin.py:188} INFO - loading chunk:1052
[2024-01-05T11:31:07.018+0000] {logging_mixin.py:188} INFO - loading chunk:1053
[2024-01-05T11:31:07.953+0000] {logging_mixin.py:188} INFO - loading chunk:1054
[2024-01-05T11:31:08.562+0000] {logging_mixin.py:188} INFO - loading chunk:1055
[2024-01-05T11:31:09.406+0000] {logging_mixin.py:188} INFO - loading chunk:1056
[2024-01-05T11:31:10.015+0000] {logging_mixin.py:188} INFO - loading chunk:1057
[2024-01-05T11:31:10.706+0000] {logging_mixin.py:188} INFO - loading chunk:1058
[2024-01-05T11:31:11.756+0000] {logging_mixin.py:188} INFO - loading chunk:1059
[2024-01-05T11:31:12.521+0000] {logging_mixin.py:188} INFO - loading chunk:1060
[2024-01-05T11:31:13.088+0000] {logging_mixin.py:188} INFO - loading chunk:1061
[2024-01-05T11:31:13.504+0000] {logging_mixin.py:188} INFO - loading chunk:1062
[2024-01-05T11:31:14.016+0000] {logging_mixin.py:188} INFO - loading chunk:1063
[2024-01-05T11:31:14.380+0000] {logging_mixin.py:188} INFO - loading chunk:1064
[2024-01-05T11:31:14.951+0000] {logging_mixin.py:188} INFO - loading chunk:1065
[2024-01-05T11:31:15.382+0000] {logging_mixin.py:188} INFO - loading chunk:1066
[2024-01-05T11:31:15.970+0000] {logging_mixin.py:188} INFO - loading chunk:1067
[2024-01-05T11:31:16.410+0000] {logging_mixin.py:188} INFO - loading chunk:1068
[2024-01-05T11:31:16.804+0000] {logging_mixin.py:188} INFO - loading chunk:1069
[2024-01-05T11:31:17.202+0000] {logging_mixin.py:188} INFO - loading chunk:1070
[2024-01-05T11:31:17.701+0000] {logging_mixin.py:188} INFO - loading chunk:1071
[2024-01-05T11:31:18.036+0000] {logging_mixin.py:188} INFO - loading chunk:1072
[2024-01-05T11:31:18.397+0000] {logging_mixin.py:188} INFO - loading chunk:1073
[2024-01-05T11:31:18.712+0000] {logging_mixin.py:188} INFO - loading chunk:1074
[2024-01-05T11:31:19.142+0000] {logging_mixin.py:188} INFO - loading chunk:1075
[2024-01-05T11:31:20.006+0000] {logging_mixin.py:188} INFO - loading chunk:1076
[2024-01-05T11:31:20.759+0000] {logging_mixin.py:188} INFO - loading chunk:1077
[2024-01-05T11:31:21.351+0000] {logging_mixin.py:188} INFO - loading chunk:1078
[2024-01-05T11:31:21.834+0000] {logging_mixin.py:188} INFO - loading chunk:1079
[2024-01-05T11:31:22.682+0000] {logging_mixin.py:188} INFO - loading chunk:1080
[2024-01-05T11:31:23.871+0000] {logging_mixin.py:188} INFO - loading chunk:1081
[2024-01-05T11:31:24.923+0000] {logging_mixin.py:188} INFO - loading chunk:1082
[2024-01-05T11:31:25.333+0000] {logging_mixin.py:188} INFO - loading chunk:1083
[2024-01-05T11:31:25.726+0000] {logging_mixin.py:188} INFO - loading chunk:1084
[2024-01-05T11:31:26.355+0000] {logging_mixin.py:188} INFO - loading chunk:1085
[2024-01-05T11:31:27.336+0000] {logging_mixin.py:188} INFO - loading chunk:1086
[2024-01-05T11:31:41.230+0000] {logging_mixin.py:188} INFO - loading chunk:1087
[2024-01-05T11:35:23.971+0000] {logging_mixin.py:188} INFO - loading chunk:1088
[2024-01-05T11:35:25.820+0000] {logging_mixin.py:188} INFO - loading chunk:1089
[2024-01-05T11:35:27.353+0000] {logging_mixin.py:188} INFO - loading chunk:1090
[2024-01-05T11:35:28.674+0000] {logging_mixin.py:188} INFO - loading chunk:1091
[2024-01-05T11:35:30.097+0000] {logging_mixin.py:188} INFO - loading chunk:1092
[2024-01-05T11:35:31.401+0000] {logging_mixin.py:188} INFO - loading chunk:1093
[2024-01-05T11:35:31.979+0000] {logging_mixin.py:188} INFO - loading chunk:1094
[2024-01-05T11:35:32.356+0000] {logging_mixin.py:188} INFO - loading chunk:1095
[2024-01-05T11:35:32.689+0000] {logging_mixin.py:188} INFO - loading chunk:1096
[2024-01-05T11:35:33.013+0000] {logging_mixin.py:188} INFO - loading chunk:1097
[2024-01-05T11:35:33.326+0000] {logging_mixin.py:188} INFO - loading chunk:1098
[2024-01-05T11:35:33.777+0000] {logging_mixin.py:188} INFO - loading chunk:1099
[2024-01-05T11:35:34.090+0000] {logging_mixin.py:188} INFO - loading chunk:1100
[2024-01-05T11:35:34.400+0000] {logging_mixin.py:188} INFO - loading chunk:1101
